0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,10.0,100.0
-1.0,-1.019803902718557,-1.0770329614269007,-1.16619037896906,-1.2806248474865698,-1.414213562373095,-1.5620499351813308,-1.7204650534085253,-1.886796226411321,-2.059126028197397,-2.2360679774997863,-2.41660919471891,-2.599999999999995,-20.02498439450076,-200.00249998437488
-2.0,-2.0134996452101,-2.0577778692244206,-2.137187639527642,-2.2530643775397494,-2.403211925911549,-2.582914003768708,-2.7865868506743703,-3.0090221197813154,-3.2459228645920435,-3.4939592074349313,-3.7506225459336378,-4.014039284432215,-30.0499999220701,-300.00499999999835
-3.0,-3.01511152379907,-3.0617348039537475,-3.1433267964028153,-3.264149834264774,-3.427034088908082,-3.6313858088487523,-3.8729833462074197,-4.1455609133171,-4.442673087115353,-4.758770483143636,-5.089485813291186,-5.431519582737499,-40.075015585481445,-400.0075000156246
-4.0,-4.017524005494902,-4.070534833268529,-4.160874194255193,-4.292256538946762,-4.469490344005431,-4.696054456230226,-4.971328118240081,-5.2900505396920945,-5.644434276301767,-6.026674183332257,-6.430255873281559,-6.850187770158745,-50.100031249691746,-500.0100000312494
-5.0,-5.020016662087918,-5.080314488525913,-5.181963782036775,-5.327623822000049,-5.522029570800218,-5.770919159434483,-6.077639082402099,-6.439709730750949,-6.849196311705829,-7.296229810558746,-7.771921444747324,-8.269344348226946,-60.12504691390758,-600.0125000468744
-6.0,-6.022517337511393,-6.090290597607721,-6.204129719252288,-6.365996509286783,-6.579920439429839,-6.85230025006148,-7.189581641097279,-7.593051781905441,-8.055959291220171,-8.566772233505612,-9.114056736654597,-9.688724482774164,-70.15006257812337,-700.0150000624996
-7.0,-7.025018814832998,-7.10030602149979,-7.226620000024459,-7.405591344110264,-7.640592553590071,-7.93782122591222,-8.305610965881467,-8.749171017567937,-9.264157649024835,-9.837951447459412,-10.456457801533015,-11.108214666979828,-80.1750782423393,-800.017500078126
-8.0,-8.027520372344574,-8.110329309417542,-8.249207728883041,-8.445678732858834,-8.702687767401647,-9.02594024352902,-9.42463249173107,-9.907461951143123,-10.473441358455583,-11.109565585441006,-11.799017783438805,-12.527761939431914,-90.20009390655521,-900.0200000937521
-9.0,-9.030021937875153,-9.120354170186669,-9.271824706451433,-9.485963801552394,-9.765503957927187,-10.115669866370508,-10.54584437044904,-11.067490944865863,-11.683578778690052,-12.381489999654738,-13.141676868454063,-13.94734001754907,-100.22510957077087,-1000.0225001093753
-10.0,-10.032523504207637,-10.130379345528073,-10.294450460019291,-10.526328056999146,-10.828683273841182,-11.206388009071322,-11.66865230823667,-12.228931138954517,-12.89440842203519,-13.653643543586893,-14.484399831280664,-15.366935236377433,-110.25012523498677,-1100.0250001250017
-11.0,-11.035025070618337,-11.14040458378401,-11.31707884652021,-11.566724006877788,-11.892044872938794,-12.29770837096821,-12.792616029835816,-13.391526827970052,-14.105812901487248,-14.925971109908655,-15.827165077269377,-16.786540228588734,-120.2751408992029,-1200.0275001406278
-12.0,-12.037526637040857,-12.150429834622873,-12.339708022913758,-12.607132637888316,-12.955497807438496,-13.389393704557873,-13.917411376802626,-14.555072722820585,-15.317703896717788,-16.19843395772435,-17.169958930591626,-18.206150905458212,-130.30015656341843,-1300.0300001562523
-12.999999999999998,-13.040028203462516,-13.160455087978336,-13.362337436276329,-13.647546341919421,-14.018996461216734,-14.481299447738499,-15.042801638619176,-15.719401193439754,-16.530013003692204,-17.471004054731782,-18.512772495122032,-19.62576494373271,-140.32517222763428,-1400.0325001718784
-14.0,-14.042529769884085,-14.170480341837065,-14.384966920729648,-14.687962075254186,-15.0825179882542,-15.573337987918334,-16.168615385321814,-16.8843739726404,-17.742685916006725,-18.743660615328185,-19.855599852614407,-21.045380997353274,-150.35018789185023,-1500.0350001875026
-14.999999999999998,-15.04503133630565,-15.180505595796447,-15.407596426510265,-15.728378620326406,-16.146050955496804,-16.66545641712787,-17.294729378061756,-18.04987643479613,-18.955678587087988,-20.016387900485164,-21.19843699026299,-22.46499827359512,-160.3752035560658,-1600.0375002031274
-15.999999999999995,-16.047532902727262,-16.190530849774976,-16.430225938689045,-16.768795490096245,-17.209589643776358,-17.75762285977491,-18.421055568242103,-19.215813407355256,-20.168954619538084,-21.289173773472676,-22.54128114248831,-23.884616299093384,-170.40021922028185,-1700.0400002187546
-16.999999999999996,-17.05003446914885,-17.20055610375915,-17.452855452787272,-17.809212489745608,-18.273131192817637,-18.849818140678746,-19.54753136111578,-20.38210593177717,-21.38248344188432,-22.562008724831696,-23.8841303761981,-25.30423478780825,-180.42523488449777,-1800.0425002343798
-18.00000000000001,-18.052536035570427,-18.210581357743884,-18.47548496746135,-18.84962954134684,-19.336674172302928,-19.942030735878006,-20.67411243009639,-21.548688646382864,-22.596239006109812,-23.834885197829323,-25.226983323457052,-26.723853565110023,-190.4502505487134,-1900.0450002500072
